id,community_id,asin,title,group,avg_rating,label,rating,degree,degree_centrality
10270,12,8878380229, Shoei Yoh: In Response to Natural Phenomena, Book,0, Shoei Yoh: In Response to Natural Phenomena,0,6,0.00060006
10271,12,60931353, Cowboy : A Novel, Book,3.5, Cowboy : A Novel,3.5,5,0.00050005
10272,12, B00000B13X, Glucklich II, Music,4, Glucklich II,4,5,0.00050005
10273,12,892749466, End Time Events: Journey to the End of the Age, Book,4.5, End Time Events: Journey to the End of the Age,4.5,6,0.00060006
10274,27,6302719380, Ringmasters: The Great American Bash, Video,4, Ringmasters: The Great American Bash,4,5,0.00050005
10277,7, B00005NBWV,,,0,,0,4,0.00040004
10278,7,890242372, Building and Displaying Scale Model Aircraft, Book,3.5, Building and Displaying Scale Model Aircraft,3.5,2,0.00020002
10282,53, B00005NBWQ, Couples in Trouble, Music,5, Couples in Trouble,5,9,0.00090009
10286,23,6301628454, The Robe, Video,4, The Robe,4,4,0.00040004
10306,5,1883525012," Giving Care, Taking Care : Support for the Helpers", Book,0," Giving Care, Taking Care : Support for the Helpers",0,3,0.00030003
10307,5,9799532205, A Little Bit One O'clock, Book,4.5, A Little Bit One O'clock,4.5,2,0.00020002
10308,42,452279496, Searching for Robert Johnson, Book,3.5, Searching for Robert Johnson,3.5,4,0.00040004
10312,27,807124818, The Manship School Guide to Political Communication, Book,4, The Manship School Guide to Political Communication,4,6,0.00060006
10313,46,231083548, Courtier and Commoner in Ancient China, Book,0, Courtier and Commoner in Ancient China,0,2,0.00020002
10337,27,486273237, Modern French Poets (Dual-Language) (Dual-Language Book), Book,2, Modern French Poets (Dual-Language) (Dual-Language Book),2,5,0.00050005
10341,24,156013363, Postville: A Clash of Cultures in Heartland America, Book,3, Postville: A Clash of Cultures in Heartland America,3,4,0.00040004
10351,27,1556706960, Nasa and the Exploration of Space: With Works from the Nasa Art Collection, Book,5, Nasa and the Exploration of Space: With Works from the Nasa Art Collection,5,6,0.00060006
10352,27,139361308, Effective Teaching Methods (4th Edition), Book,5, Effective Teaching Methods (4th Edition),5,5,0.00050005
10357,12,803973233," Culture's Consequences : Comparing Values, Behaviors, Institutions, and Organizations Across Nations", Book,3," Culture's Consequences : Comparing Values, Behaviors, Institutions, and Organizations Across Nations",3,13,0.00130013
10371,7,205148786," Handbook of Scenery, Properties, and Lighting: Volume I, Scenery and Properties", Book,4.5," Handbook of Scenery, Properties, and Lighting: Volume I, Scenery and Properties",4.5,6,0.00060006
10378,4,385509529, You Are Not a Stranger Here (Today Show Book Club #2), Book,4, You Are Not a Stranger Here (Today Show Book Club #2),4,5,0.00050005
10388,12,6302605148, Saratoga, Video,4, Saratoga,4,5,0.00050005
10389,12,618050515, Algebra 1: Concepts and Skills, Book,0, Algebra 1: Concepts and Skills,0,4,0.00040004
10390,12,590847945, Poppleton In Fall (Poppleton), Book,5, Poppleton In Fall (Poppleton),5,5,0.00050005
10391,4, 084428632X, Latin for Beginners (Passport's Language Guides), Book,3.5, Latin for Beginners (Passport's Language Guides),3.5,4,0.00040004
10392,10, B000056NDY, Reign Forever World, Music,4, Reign Forever World,4,5,0.00050005
10393,10,1863683968, Wool: The Australian Story, Book,5, Wool: The Australian Story,5,5,0.00050005
10394,10,8433969196, Estupor y Temblores, Book,0, Estupor y Temblores,0,3,0.00030003
10395,10,1560446986, Hiking Mount Rainier National Park, Book,4.5, Hiking Mount Rainier National Park,4.5,10,0.0010001
10398,5,471351563, Wiley Cpa Examination Review Fast Track Study Guide (Wiley CPA Examination Review), Book,3.5, Wiley Cpa Examination Review Fast Track Study Guide (Wiley CPA Examination Review),3.5,6,0.00060006
10401,24,872200760, Symposium, Book,4, Symposium,4,4,0.00040004
10413,7, B00000AF51, Natty and Nice: A Reggae Christmas, Music,4, Natty and Nice: A Reggae Christmas,4,4,0.00040004
10419,24,451179269, Teach Your Dog to Behave: Simple Solutions to over 300 Common Dog Behavior Problems from A to Z, Book,4.5, Teach Your Dog to Behave: Simple Solutions to over 300 Common Dog Behavior Problems from A to Z,4.5,63,0.00630063
10420,24, B00004NHH1, Back to the Kingdom + 1, Music,4.5, Back to the Kingdom + 1,4.5,6,0.00060006
10421,24, B00000AF5F," Freezone, Vol. 5", Music,3," Freezone, Vol. 5",3,9,0.00090009
10428,10,471332224, The Entrepreneur Magazine Small Business Advisor (Entrepreneur Magazine Series), Book,5, The Entrepreneur Magazine Small Business Advisor (Entrepreneur Magazine Series),5,4,0.00040004
10429,10,9500821524, Bocados & bocaditos, Book,0, Bocados & bocaditos,0,6,0.00060006
10430,10, B00000AF5L, Last Go Round, Music,4.5, Last Go Round,4.5,6,0.00060006
10431,10, B00000AF5R, Take Me Away, Music,4.5, Take Me Away,4.5,7,0.00070007
10438,5,791016552, The Iroquois Indians (Junior Library of American Indians), Book,0, The Iroquois Indians (Junior Library of American Indians),0,4,0.00040004
10449,10,553474456, Missing May, Book,3.5, Missing May,3.5,2,0.00020002
10454,18, B00000I9JO, Some Enchanted Evening, Music,4, Some Enchanted Evening,4,7,0.00070007
10455,18,689710542, The Way to Start a Day, Book,4.5, The Way to Start a Day,4.5,5,0.00050005
10458,18,446678759, Understanding Artificial Intelligence (Science Made Accessible), Book,5, Understanding Artificial Intelligence (Science Made Accessible),5,7,0.00070007
10460,18,553370758, This Isn't What I Expected : Overcoming Postpartum Depression, Book,5, This Isn't What I Expected : Overcoming Postpartum Depression,5,7,0.00070007
10461,18,824806689, The Echo of Our Song: Chants and Poems of the Hawaiians, Book,0, The Echo of Our Song: Chants and Poems of the Hawaiians,0,7,0.00070007
10463,2,71359036, Dictionary of Financial Terms, Book,2.5, Dictionary of Financial Terms,2.5,25,0.00250025
10466,35,912111046, The Essential Movements of T'Ai Chi, Book,5, The Essential Movements of T'Ai Chi,5,7,0.00070007
10500,4,1577686675," Spectrum Test Prep, Grade 7", Book,0," Spectrum Test Prep, Grade 7",0,4,0.00040004
10510,32,884362795, Tristana (Easy Readers Series B/Spanish), Book,4, Tristana (Easy Readers Series B/Spanish),4,6,0.00060006
10511,8,140280499, The Farming of Bones, Book,4.5, The Farming of Bones,4.5,12,0.00120012
10512,32,1582340447, SQ : Connecting With Our Spiritual Intelligence, Book,4, SQ : Connecting With Our Spiritual Intelligence,4,3,0.00030003
10528,20, B00004TWNK, Taking the Long Way Home, Music,5, Taking the Long Way Home,5,5,0.00050005
10532,11,201353393, Dreamweaver 1.2 for Windows & Mac Visual Quick- Start Guide, Book,3.5, Dreamweaver 1.2 for Windows & Mac Visual Quick- Start Guide,3.5,3,0.00030003
10540,26,1841881341, La Cuisine De Jo驴l Robuchon: A Seasonal Cookbook, Book,5, La Cuisine De Jo驴l Robuchon: A Seasonal Cookbook,5,5,0.00050005
10541,26,781723167, Manual of Antibiotics and Infectious Diseases: Treatment and Prevention, Book,0, Manual of Antibiotics and Infectious Diseases: Treatment and Prevention,0,5,0.00050005
10548,22, 007060231X, Schaum's Outline of Laplace Transforms, Book,4.5, Schaum's Outline of Laplace Transforms,4.5,4,0.00040004
10558,11,373259646," Tempted In Texas (Single In The City) (Harlequin Temptation, No. 864)", Book,5," Tempted In Texas (Single In The City) (Harlequin Temptation, No. 864)",5,1,0.00010001
10567,5,879386827, 90 Years of Ford (Crestline Series), Book,5, 90 Years of Ford (Crestline Series),5,5,0.00050005
10568,5,300061234, The Transformation of American Politics : The New Washington and the Rise of Think Tanks, Book,0, The Transformation of American Politics : The New Washington and the Rise of Think Tanks,0,3,0.00030003
10569,5,1551562359, Wire-O Hnizdovsky's Animals Ibex Lined, Book,0, Wire-O Hnizdovsky's Animals Ibex Lined,0,3,0.00030003
10570,38,964837986, Night Club Promotions Manual & Source List, Book,0, Night Club Promotions Manual & Source List,0,5,0.00050005
10573,12,812097335, Police Officer Exam (5th ed), Book,4.5, Police Officer Exam (5th ed),4.5,5,0.00050005
10574,12,837602181, Corvette 427 - Practical Restoration of a '67 Roadster, Book,4, Corvette 427 - Practical Restoration of a '67 Roadster,4,5,0.00050005
10575,12,1563895110, JLA Vol. 5: Justice for All, Book,4, JLA Vol. 5: Justice for All,4,11,0.00110011
10576,12, 068485919X, NO ONE YOU KNOW : A Collection of Cartoons, Book,5, NO ONE YOU KNOW : A Collection of Cartoons,5,5,0.00050005
10588,38, B000059S9W, Out There: 2001 Mardi Gras, Music,5, Out There: 2001 Mardi Gras,5,2,0.00020002
10612,2,898156122, Why Cats Paint: A Theory of Feline Aesthetics, Book,4.5, Why Cats Paint: A Theory of Feline Aesthetics,4.5,7,0.00070007
10613,2, B000001O5Q," Vol. 70, Killer Joe (Book & CD Set)", Music,5," Vol. 70, Killer Joe (Book & CD Set)",5,8,0.00080008
10615,2,847820858, Technology Place & Architecture, Book,0, Technology Place & Architecture,0,7,0.00070007
10616,2, B00002E1YO, Art Pepper: Notes From a Jazz Survivor, DVD,5, Art Pepper: Notes From a Jazz Survivor,5,3,0.00030003
10643,4,1569711143, Concrete : Complete Short Stories 1986-1989 (Concrete Complete Short Stories 1986-1989), Book,5, Concrete : Complete Short Stories 1986-1989 (Concrete Complete Short Stories 1986-1989),5,1,0.00010001
10644,18, 030646098X, Handbook of Psychotherapies with Children and Families (ISSUES IN CLINICAL CHILD PSYCHOLOGY) (Issues in Clinical Child Psychology), Book,5, Handbook of Psychotherapies with Children and Families (ISSUES IN CLINICAL CHILD PSYCHOLOGY) (Issues in Clinical Child Psychology),5,2,0.00020002
10645,18,9507311653, Ernesto Sabato - Obra Completa Narrativa, Book,0, Ernesto Sabato - Obra Completa Narrativa,0,3,0.00030003
10646,18,393956261," Gradus: The Second Year and After : An Integrated Approach to Harmony, Counterpoint, and Analysis", Book,0," Gradus: The Second Year and After : An Integrated Approach to Harmony, Counterpoint, and Analysis",0,5,0.00050005
10648,4,878223185, Skills for Living: Group Counseling Activities for Young Adolescents, Book,3.5, Skills for Living: Group Counseling Activities for Young Adolescents,3.5,6,0.00060006
10656,5, B00005QKBY, Kool Funk Essentials, Music,3, Kool Funk Essentials,3,3,0.00030003
10658,2,385746245, The Children's Book of Home and Family, Book,2.5, The Children's Book of Home and Family,2.5,6,0.00060006
10662,25,1565075684, The Homeschool Journey, Book,4.5, The Homeschool Journey,4.5,4,0.00040004
10666,24,582219841, Critical Discourse Analysis: The Critical Study of Language (Language in Social Life), Book,5, Critical Discourse Analysis: The Critical Study of Language (Language in Social Life),5,2,0.00020002
10684,11,1891483072," Myths & Facts About Ovarian Cancer : What You Need to Know, 2nd Edition", Book,5," Myths & Facts About Ovarian Cancer : What You Need to Know, 2nd Edition",5,3,0.00030003
10685,27,205273297, Strategies for Teaching Self-Discipline in the Middle Grades, Book,0, Strategies for Teaching Self-Discipline in the Middle Grades,0,6,0.00060006
10689,36, B00004W5EI, Things I Gave Away, Music,5, Things I Gave Away,5,5,0.00050005
10691,10,915760029, Album of Fluid Motion, Book,5, Album of Fluid Motion,5,4,0.00040004
10724,20,451411137, Men in Kilts, Book,3.5, Men in Kilts,3.5,5,0.00050005
10725,20,786012676, Blood of Others, Book,5, Blood of Others,5,5,0.00050005
10726,20,268018995, True North (Ernest Sandeen Prize in Poetry), Book,0, True North (Ernest Sandeen Prize in Poetry),0,15,0.00150015
10727,33,375500316, Even the Stars Look Lonesome, Book,4.5, Even the Stars Look Lonesome,4.5,5,0.00050005
10728,33, 096634362X, Enzymes: The Key to Health : The Fundamentals (Fundamentals), Book,4, Enzymes: The Key to Health : The Fundamentals (Fundamentals),4,6,0.00060006
10733,11,1560254610, Rebel for the Hell of It: The Life of Tupac Shakur, Book,3.5, Rebel for the Hell of It: The Life of Tupac Shakur,3.5,7,0.00070007
10746,5, 059009856X, Foster's War, Book,5, Foster's War,5,4,0.00040004
10750,50, B000067D0M, When Popeye Ruled the Seven Seas, DVD,3, When Popeye Ruled the Seven Seas,3,2,0.00020002
10770,39,930464540, Westminster's Confession: The Abandonment of Van Til's Legacy, Book,4.5, Westminster's Confession: The Abandonment of Van Til's Legacy,4.5,5,0.00050005
10772,4,679730621, Bachelor Girls, Book,3.5, Bachelor Girls,3.5,19,0.00190019
10780,38,1584300213, The Secret to Freedom, Book,5, The Secret to Freedom,5,32,0.00320032
10781,30,684176343, Kidnapped (Scribner's Illustrated Classics), Book,4, Kidnapped (Scribner's Illustrated Classics),4,10,0.0010001
10787,11,1892309807, Baby Einstein: Animal Discovery Cards : Beautiful Nature Photographs and Animal Facts to Delight Your Tots (Baby Einstein), Book,5, Baby Einstein: Animal Discovery Cards : Beautiful Nature Photographs and Animal Facts to Delight Your Tots (Baby Einstein),5,1,0.00010001
10801,5,874746825," Hawks, Eagles and Falcons of North America: Biology and Natural History", Book,4," Hawks, Eagles and Falcons of North America: Biology and Natural History",4,4,0.00040004
10806,27,1888799390," The Ketogenic Diet: A Treatment for Epilepsy, 3rd Edition", Book,5," The Ketogenic Diet: A Treatment for Epilepsy, 3rd Edition",5,7,0.00070007
10808,27,805055940, The Mojave: A Portrait of the Definitive American Desert, Book,4.5, The Mojave: A Portrait of the Definitive American Desert,4.5,5,0.00050005
10857,23,671745999," Back to the Family : Proven Advise on Building Stronger, Healthier, Happier Family", Book,0," Back to the Family : Proven Advise on Building Stronger, Healthier, Happier Family",0,5,0.00050005
10873,27,387983414, Fundamentals of Nuclear Pharmacy, Book,5, Fundamentals of Nuclear Pharmacy,5,9,0.00090009
10876,24, B00004SYT6, Sing It on Sunday Morning!, Music,5, Sing It on Sunday Morning!,5,3,0.00030003
10883,11,74806548, Reading Poetry : An Anthology of Poems, Book,0, Reading Poetry : An Anthology of Poems,0,6,0.00060006
10886,44, B00005CDN4, Any Time, Music,4.5, Any Time,4.5,2,0.00020002
10894,5, 068981741X," Blaze and the Gray Spotted Pony (Anderson, C. W. Billy and Blaze Books.)", Book,5," Blaze and the Gray Spotted Pony (Anderson, C. W. Billy and Blaze Books.)",5,5,0.00050005
10895,5, 157990324X, Customize Your Sewing Patterns for a Perfect Fit, Book,0, Customize Your Sewing Patterns for a Perfect Fit,0,5,0.00050005
10912,12,465090974, The Way We Never Were: American Families and the Nostalgia Trap, Book,4, The Way We Never Were: American Families and the Nostalgia Trap,4,5,0.00050005
10916,12,253338336, The Black Experience in the 20th Century: An Autobiography and Meditation, Book,3, The Black Experience in the 20th Century: An Autobiography and Meditation,3,6,0.00060006
10947,53, B00004SBUT, Marie Christine (1999 Broadway Cast), Music,4, Marie Christine (1999 Broadway Cast),4,1,0.00010001
10948,5, 032500045X, Organizing Wonder : Making Inquiry Science Work in the Elementary Classroom, Book,0, Organizing Wonder : Making Inquiry Science Work in the Elementary Classroom,0,2,0.00020002
10950,46,802044727, Elizabeth Jane Weston: Collected Writings, Book,0, Elizabeth Jane Weston: Collected Writings,0,1,0.00010001
10952,5,809293323, The Glory Game, Book,4.5, The Glory Game,4.5,5,0.00050005
10953,5, B00005L8CQ, Shadow of the Ape Sounds: Director's Cut, Music,0, Shadow of the Ape Sounds: Director's Cut,0,5,0.00050005
10954,5, B00004SBUI, My Name Is Joe, Music,4.5, My Name Is Joe,4.5,6,0.00060006
10955,7, B00005L8CR, Jumpin' East of Java: Live in Japan, Music,5, Jumpin' East of Java: Live in Japan,5,6,0.00060006
10956,7,6300268098, Going in Style, Video,4.5, Going in Style,4.5,7,0.00070007
10957,7,750611588, J & P Transformer Book, Book,5, J & P Transformer Book,5,7,0.00070007
10959,18, B00005L8CV, Saturday (+1 Bonus Track), Music,0, Saturday (+1 Bonus Track),0,1,0.00010001
10970,12, B00005YVTF, Belladonna, Music,0, Belladonna,0,16,0.00160016
10971,12,782010660, Plenty, DVD,4, Plenty,4,8,0.00080008
10983,46,895296845," Celebration of Wellness, A", Book,4.5," Celebration of Wellness, A",4.5,4,0.00040004
10984,46,874779294, The Courage to Laugh, Book,5, The Courage to Laugh,5,5,0.00050005
10985,46,815513828," Advanced Cleaning Product Formulations, Volume 3", Book,4," Advanced Cleaning Product Formulations, Volume 3",4,7,0.00070007
10988,14, B000060ONO, Or, Music,4.5, Or,4.5,3,0.00030003
10995,11, 078930144X, Catherine Walker : An Autobiography by the Private Couteur Diana Princess of Wales, Book,4, Catherine Walker : An Autobiography by the Private Couteur Diana Princess of Wales,4,3,0.00030003
11002,4,960896406, Joel White: Boatbuilder/Designer/Sailor, Book,5, Joel White: Boatbuilder/Designer/Sailor,5,4,0.00040004
11005,5,316592366, What Are YOU So Grumpy About?, Book,4, What Are YOU So Grumpy About?,4,6,0.00060006
11032,31, B000002HXW, One [US CD/Cassette Single], Music,4.5, One [US CD/Cassette Single],4.5,9,0.00090009
11033,11,595088686, A Way to Quit Gambling: (For Problem Gamblers), Book,0, A Way to Quit Gambling: (For Problem Gamblers),0,7,0.00070007
11034,11,823802981, Plays for Young Puppeteers: 25 Puppet Plays for Easy Performance, Book,5, Plays for Young Puppeteers: 25 Puppet Plays for Easy Performance,5,4,0.00040004
11035,11, B0000027KO, The Sky Is Crying, Music,4.5, The Sky Is Crying,4.5,4,0.00040004
11036,11, 030646246X, Practitioner's Guide to Empirically Based Measures of Depression (AABT Clinical Assessment Series), Book,5, Practitioner's Guide to Empirically Based Measures of Depression (AABT Clinical Assessment Series),5,2,0.00020002
